Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSPMRG00000010490,GLT8D2,ENSG00000120820,GLT8D2
ENSPMRG00000010491,,ENSG00000109576,AADAT
ENSPMRG00000010492,5S_rRNA,,
ENSPMRG00000010493,C1orf53,ENSG00000203724,C1orf53
ENSPMRG00000010494,,,
ENSPMRG00000010495,TDG,ENSG00000139372,TDG
ENSPMRG00000010496,LHX9,ENSG00000143355,LHX9
ENSPMRG00000010497,MTHFD1L,ENSG00000120254,MTHFD1L
ENSPMRG00000010498,,ENSG00000144035,NAT8
ENSPMRG00000010498,,ENSG00000204872,NAT8B
ENSPMRG00000010499,NEK7,ENSG00000151414,NEK7
ENSPMRG00000010500,B4GALT5,ENSG00000158470,B4GALT5
ENSPMRG00000010501,UQCC6,ENSG00000204954,UQCC6
ENSPMRG00000010502,CSMD1,ENSG00000183117,CSMD1
ENSPMRG00000010503,,,
ENSPMRG00000010504,,,
ENSPMRG00000010505,HSP90B1,ENSG00000166598,HSP90B1
ENSPMRG00000010506,CPXM1,ENSG00000088882,CPXM1
ENSPMRG00000010507,HPF1,ENSG00000056050,HPF1
ENSPMRG00000010508,ATP6V1G3,ENSG00000151418,ATP6V1G3
ENSPMRG00000010509,,,
ENSPMRG00000010510,AKAP12,ENSG00000131016,AKAP12
ENSPMRG00000010511,,,
ENSPMRG00000010512,SLC9A8,ENSG00000197818,SLC9A8
ENSPMRG00000010513,ZBTB2,ENSG00000181472,ZBTB2
ENSPMRG00000010514,DYNLT5,ENSG00000152760,DYNLT5
ENSPMRG00000010515,CLCN3,ENSG00000109572,CLCN3
ENSPMRG00000010516,RMND1,ENSG00000155906,RMND1
ENSPMRG00000010517,NT5DC3,ENSG00000111696,NT5DC3
ENSPMRG00000010518,MET,ENSG00000105976,MET
ENSPMRG00000010519,U2,ENSG00000251870,RNU2-69P
ENSPMRG00000010519,U2,ENSG00000223198,RNU2-22P
ENSPMRG00000010520,,ENSG00000146476,ARMT1
ENSPMRG00000010521,PTPRC,ENSG00000081237,PTPRC
ENSPMRG00000010522,,,
ENSPMRG00000010523,,ENSG00000146476,ARMT1
ENSPMRG00000010524,SPATA2,ENSG00000158480,SPATA2
ENSPMRG00000010525,,,
ENSPMRG00000010526,KDM2A,ENSG00000173120,KDM2A
ENSPMRG00000010527,RNF114,ENSG00000124226,RNF114
ENSPMRG00000010528,,ENSG00000146476,ARMT1
ENSPMRG00000010529,EBF4,ENSG00000088881,EBF4
ENSPMRG00000010530,SLC25A16,ENSG00000122912,SLC25A16
ENSPMRG00000010531,CCDC170,ENSG00000120262,CCDC170
ENSPMRG00000010532,SNAI1,ENSG00000124216,SNAI1
ENSPMRG00000010533,,ENSG00000138336,TET1
ENSPMRG00000010534,U2,ENSG00000222581,RNU2-47P
ENSPMRG00000010535,DHX34,ENSG00000134815,DHX34
ENSPMRG00000010536,IGSF21,ENSG00000117154,IGSF21
ENSPMRG00000010537,,,
ENSPMRG00000010538,,ENSG00000091831,ESR1
ENSPMRG00000010539,,,
ENSPMRG00000010540,,,
ENSPMRG00000010541,,,
ENSPMRG00000010542,CCAR1,ENSG00000060339,CCAR1
ENSPMRG00000010543,,ENSG00000131018,SYNE1
ENSPMRG00000010544,,ENSG00000179023,KLHDC7A
ENSPMRG00000010545,,,
ENSPMRG00000010546,Vault,,
ENSPMRG00000010547,Vault,,
ENSPMRG00000010548,CEBPB,ENSG00000172216,CEBPB
ENSPMRG00000010549,SGIP1,ENSG00000118473,SGIP1
ENSPMRG00000010550,U6,,
ENSPMRG00000010551,,,
ENSPMRG00000010552,NEK1,ENSG00000137601,NEK1
ENSPMRG00000010553,,,
ENSPMRG00000010554,,ENSG00000179023,KLHDC7A
ENSPMRG00000010555,,ENSG00000131018,SYNE1
ENSPMRG00000010556,PTPN1,ENSG00000196396,PTPN1
ENSPMRG00000010557,,,
ENSPMRG00000010558,,,
ENSPMRG00000010559,,,
ENSPMRG00000010560,,,
ENSPMRG00000010561,SNORD98,ENSG00000283551,SNORD98
ENSPMRG00000010562,,ENSG00000134830,C5AR2
ENSPMRG00000010562,,ENSG00000197405,C5AR1
ENSPMRG00000010563,MIR181A1,ENSG00000207759,MIR181A1
ENSPMRG00000010564,,,
ENSPMRG00000010565,,ENSG00000182899,RPL35A
ENSPMRG00000010566,STOX1,ENSG00000165730,STOX1
ENSPMRG00000010567,,,
ENSPMRG00000010568,CCDC9,ENSG00000105321,CCDC9
ENSPMRG00000010569,VPS13A,ENSG00000197969,VPS13A
ENSPMRG00000010570,NR5A2,ENSG00000116833,NR5A2
ENSPMRG00000010571,TMCC3,ENSG00000057704,TMCC3
ENSPMRG00000010572,PAX7,ENSG00000009709,PAX7
ENSPMRG00000010573,DDX21,ENSG00000165732,DDX21
ENSPMRG00000010574,RIPOR3,ENSG00000042062,RIPOR3
ENSPMRG00000010575,,ENSG00000198919,DZIP3
ENSPMRG00000010576,,,
ENSPMRG00000010577,POLI,ENSG00000101751,POLI
ENSPMRG00000010578,,,
ENSPMRG00000010579,CRY1,ENSG00000008405,CRY1
ENSPMRG00000010580,,,
ENSPMRG00000010581,STARD6,ENSG00000174448,STARD6
ENSPMRG00000010582,STAB2,ENSG00000136011,STAB2
ENSPMRG00000010583,SAE1,ENSG00000142230,SAE1
ENSPMRG00000010584,NDUFA12,ENSG00000184752,NDUFA12
ENSPMRG00000010585,KIFBP,ENSG00000198954,KIFBP
ENSPMRG00000010586,,ENSG00000126461,SCAF1
ENSPMRG00000010587,,,
ENSPMRG00000010588,C18orf54,ENSG00000166845,C18orf54
ENSPMRG00000010589,MTERF2,ENSG00000120832,MTERF2
ENSPMRG00000010590,,,
ENSPMRG00000010591,,,
ENSPMRG00000010592,,,
ENSPMRG00000010593,NR2C1,ENSG00000120798,NR2C1
ENSPMRG00000010594,ZC3H4,ENSG00000130749,ZC3H4
ENSPMRG00000010595,,,
ENSPMRG00000010596,TMEM263,ENSG00000151135,TMEM263
ENSPMRG00000010597,,,
ENSPMRG00000010598,U1,,
ENSPMRG00000010599,,,
ENSPMRG00000010600,EXOSC4,ENSG00000178896,EXOSC4
ENSPMRG00000010601,GARS1,ENSG00000106105,GARS1
ENSPMRG00000010602,,,
ENSPMRG00000010603,,ENSG00000131018,SYNE1
ENSPMRG00000010604,,,
ENSPMRG00000010605,VPS26A,ENSG00000122958,VPS26A
ENSPMRG00000010606,,,
ENSPMRG00000010607,,,
ENSPMRG00000010608,RAB27B,ENSG00000041353,RAB27B
ENSPMRG00000010609,DAP,ENSG00000112977,DAP
ENSPMRG00000010610,FGD6,ENSG00000180263,FGD6
ENSPMRG00000010611,,ENSG00000168878,SFTPB
ENSPMRG00000010612,,ENSG00000187747,OR52B6
ENSPMRG00000010612,,ENSG00000221996,OR52B4
ENSPMRG00000010612,,ENSG00000181616,OR52H1
ENSPMRG00000010613,,ENSG00000164236,ANKRD33B
ENSPMRG00000010614,U2,,
ENSPMRG00000010615,PPP1R14A,ENSG00000167641,PPP1R14A
ENSPMRG00000010616,,,
ENSPMRG00000010617,GPAA1,ENSG00000197858,GPAA1
ENSPMRG00000010618,CCDC68,ENSG00000166510,CCDC68
ENSPMRG00000010619,RIC8B,ENSG00000111785,RIC8B
ENSPMRG00000010620,,,
ENSPMRG00000010621,,,
ENSPMRG00000010622,USP39,ENSG00000168883,USP39
ENSPMRG00000010623,CTDSPL,ENSG00000144677,CTDSPL
ENSPMRG00000010624,IRF3,ENSG00000126456,IRF3
ENSPMRG00000010625,SUPV3L1,ENSG00000156502,SUPV3L1
ENSPMRG00000010626,,,
ENSPMRG00000010627,,,
ENSPMRG00000010628,VEZT,ENSG00000028203,VEZT
ENSPMRG00000010629,CYC1,ENSG00000179091,CYC1
ENSPMRG00000010630,,,
ENSPMRG00000010631,SPINT2,ENSG00000167642,SPINT2
ENSPMRG00000010632,,,
ENSPMRG00000010633,,ENSG00000137807,KIF23
ENSPMRG00000010634,KIF14,ENSG00000118193,KIF14
ENSPMRG00000010635,,,
ENSPMRG00000010636,SH3RF1,ENSG00000154447,SH3RF1
ENSPMRG00000010637,,,
ENSPMRG00000010638,METAP2,ENSG00000111142,METAP2
ENSPMRG00000010639,,ENSG00000179526,SHARPIN
ENSPMRG00000010640,AP5S1,ENSG00000125843,AP5S1
ENSPMRG00000010641,PARD6B,ENSG00000124171,PARD6B
ENSPMRG00000010642,C2orf68,ENSG00000168887,C2orf68
ENSPMRG00000010643,TCF4,ENSG00000196628,TCF4
ENSPMRG00000010644,MAN2B1,ENSG00000104774,MAN2B1
ENSPMRG00000010645,ROPN1L,ENSG00000145491,ROPN1L
ENSPMRG00000010646,,,
ENSPMRG00000010647,USP44,ENSG00000136014,USP44
ENSPMRG00000010648,YIF1B,ENSG00000167645,YIF1B
ENSPMRG00000010649,,,
ENSPMRG00000010650,MAF1,ENSG00000179632,MAF1
ENSPMRG00000010651,ADD2,ENSG00000075340,ADD2
ENSPMRG00000010652,,ENSG00000124243,BCAS4
ENSPMRG00000010653,NTN4,ENSG00000074527,NTN4
ENSPMRG00000010654,VILL,ENSG00000136059,VILL
ENSPMRG00000010655,CBR4,ENSG00000145439,CBR4
ENSPMRG00000010656,CDC25B,ENSG00000101224,CDC25B
ENSPMRG00000010657,DDX59,ENSG00000118197,DDX59
ENSPMRG00000010658,,,
ENSPMRG00000010659,,ENSG00000164548,TRA2A
ENSPMRG00000010660,CCDC38,ENSG00000165972,CCDC38
ENSPMRG00000010661,,ENSG00000153774,CFDP1
ENSPMRG00000010662,MARCHF6,ENSG00000145495,MARCHF6
ENSPMRG00000010663,,,
ENSPMRG00000010664,CAMSAP2,ENSG00000118200,CAMSAP2
ENSPMRG00000010665,MYOM2,ENSG00000036448,MYOM2
ENSPMRG00000010666,,,
ENSPMRG00000010667,,,
ENSPMRG00000010668,ADNP,ENSG00000101126,ADNP
ENSPMRG00000010669,,,
ENSPMRG00000010670,KCNK6,ENSG00000099337,KCNK6
ENSPMRG00000010671,AMDHD1,ENSG00000139344,AMDHD1
ENSPMRG00000010672,PALLD,ENSG00000129116,PALLD
ENSPMRG00000010673,,,
ENSPMRG00000010674,,ENSG00000183733,FIGLA
ENSPMRG00000010675,DPM1,ENSG00000000419,DPM1
ENSPMRG00000010676,HGH1,ENSG00000235173,HGH1
ENSPMRG00000010677,MOCS3,ENSG00000124217,MOCS3
ENSPMRG00000010678,TRMT1,ENSG00000104907,TRMT1
ENSPMRG00000010679,,,
ENSPMRG00000010680,HAL,ENSG00000084110,HAL
ENSPMRG00000010681,RFX4,ENSG00000111783,RFX4
ENSPMRG00000010682,,,
ENSPMRG00000010683,LTBP4,ENSG00000090006,LTBP4
ENSPMRG00000010684,,ENSG00000164237,CMBL
ENSPMRG00000010685,HK2,ENSG00000159399,HK2
ENSPMRG00000010686,WDR47,ENSG00000085433,WDR47
ENSPMRG00000010687,KCNG1,ENSG00000026559,KCNG1
ENSPMRG00000010688,,ENSG00000164237,CMBL
ENSPMRG00000010689,,,
ENSPMRG00000010690,CLCC1,ENSG00000121940,CLCC1
ENSPMRG00000010691,NACC1,ENSG00000160877,NACC1
ENSPMRG00000010692,TXNL1,ENSG00000091164,TXNL1
ENSPMRG00000010693,TACR1,ENSG00000115353,TACR1
ENSPMRG00000010694,NFATC2,ENSG00000101096,NFATC2
ENSPMRG00000010695,LASP1,ENSG00000002834,LASP1
ENSPMRG00000010696,POLR3B,ENSG00000013503,POLR3B
ENSPMRG00000010697,STX10,ENSG00000104915,STX10
ENSPMRG00000010698,,,
ENSPMRG00000010699,SPEF1,ENSG00000101222,SPEF1
ENSPMRG00000010700,,,
ENSPMRG00000010701,IER2,ENSG00000160888,IER2
ENSPMRG00000010702,LASP1NB,ENSG00000263874,LASP1NB
ENSPMRG00000010703,,ENSG00000105583,WDR83OS
ENSPMRG00000010704,,,
ENSPMRG00000010705,LTA4H,ENSG00000111144,LTA4H
ENSPMRG00000010706,,,
ENSPMRG00000010707,SHKBP1,ENSG00000160410,SHKBP1
ENSPMRG00000010708,WDR83,ENSG00000123154,WDR83
ENSPMRG00000010709,ATP9A,ENSG00000054793,ATP9A
ENSPMRG00000010710,PLCD1,ENSG00000187091,PLCD1
ENSPMRG00000010711,FBXO47,ENSG00000204952,FBXO47
ENSPMRG00000010712,ADISSP,ENSG00000101220,ADISSP
ENSPMRG00000010713,FBXW9,ENSG00000132004,FBXW9
ENSPMRG00000010714,STXBP3,ENSG00000116266,STXBP3
ENSPMRG00000010715,ELK3,ENSG00000111145,ELK3
ENSPMRG00000010716,WDR7,ENSG00000091157,WDR7
ENSPMRG00000010717,HKDC1,ENSG00000156510,HKDC1
ENSPMRG00000010718,TNPO2,ENSG00000105576,TNPO2
ENSPMRG00000010719,TCP11L2,ENSG00000166046,TCP11L2
ENSPMRG00000010720,HSPA12B,ENSG00000132622,HSPA12B
ENSPMRG00000010721,,ENSG00000008226,DLEC1
ENSPMRG00000010722,,,
ENSPMRG00000010723,CKAP4,ENSG00000136026,CKAP4
ENSPMRG00000010724,,,
ENSPMRG00000010725,PLXDC1,ENSG00000161381,PLXDC1
ENSPMRG00000010726,FNDC7,ENSG00000143107,FNDC7
ENSPMRG00000010727,NFX1,ENSG00000086102,NFX1
ENSPMRG00000010728,SALL4,ENSG00000101115,SALL4
ENSPMRG00000010729,ACAA1,ENSG00000060971,ACAA1
ENSPMRG00000010730,,ENSG00000212302,
ENSPMRG00000010730,,ENSG00000209702,SNORD41
ENSPMRG00000010731,NUAK1,ENSG00000074590,NUAK1
ENSPMRG00000010732,,,
ENSPMRG00000010733,ZFP64,ENSG00000020256,ZFP64
ENSPMRG00000010734,TRIR,ENSG00000123144,TRIR
ENSPMRG00000010735,TSHZ2,ENSG00000182463,TSHZ2
ENSPMRG00000010736,,,
ENSPMRG00000010737,SIGLEC1,ENSG00000088827,SIGLEC1
ENSPMRG00000010738,,,
ENSPMRG00000010739,ALDH4A1,ENSG00000159423,ALDH4A1
ENSPMRG00000010740,,,
ENSPMRG00000010741,GET3,ENSG00000198356,GET3
ENSPMRG00000010742,,,
ENSPMRG00000010743,ZNF217,ENSG00000171940,ZNF217
ENSPMRG00000010744,HENMT1,ENSG00000162639,HENMT1
ENSPMRG00000010745,,,
ENSPMRG00000010746,BEST2,ENSG00000039987,BEST2
ENSPMRG00000010747,,,
ENSPMRG00000010748,MYCT1,ENSG00000120279,MYCT1
ENSPMRG00000010749,APPL2,ENSG00000136044,APPL2
ENSPMRG00000010750,BCAS1,ENSG00000064787,BCAS1
ENSPMRG00000010751,VIP,ENSG00000146469,VIP
ENSPMRG00000010752,,,
ENSPMRG00000010753,EEIG2,ENSG00000162636,EEIG2
ENSPMRG00000010754,VAX2,ENSG00000116035,VAX2
ENSPMRG00000010755,FBXO5,ENSG00000112029,FBXO5
ENSPMRG00000010756,SLC4A5,ENSG00000188687,SLC4A5
ENSPMRG00000010757,HOOK2,ENSG00000095066,HOOK2
ENSPMRG00000010758,MTRF1L,ENSG00000112031,MTRF1L
ENSPMRG00000010759,,ENSG00000116039,ATP6V1B1
ENSPMRG00000010760,MYD88,ENSG00000172936,MYD88
ENSPMRG00000010761,SLC25A24,ENSG00000085491,SLC25A24
ENSPMRG00000010762,PDE4B,ENSG00000184588,PDE4B
ENSPMRG00000010763,RGS17,ENSG00000091844,RGS17
ENSPMRG00000010764,ARL5C,ENSG00000141748,ARL5C
ENSPMRG00000010765,,ENSG00000136051,WASHC4
ENSPMRG00000010766,ST8SIA3,ENSG00000177511,ST8SIA3
ENSPMRG00000010767,,,
ENSPMRG00000010768,,,
ENSPMRG00000010769,U7,ENSG00000238562,RNU7-159P
ENSPMRG00000010770,OPRM1,ENSG00000112038,OPRM1
ENSPMRG00000010771,VAV3,ENSG00000134215,VAV3
ENSPMRG00000010772,ONECUT2,ENSG00000119547,ONECUT2
ENSPMRG00000010773,ATP6V0E1,ENSG00000113732,ATP6V0E1
ENSPMRG00000010774,JUNB,ENSG00000171223,JUNB
ENSPMRG00000010775,,,
ENSPMRG00000010776,,ENSG00000153774,CFDP1
ENSPMRG00000010777,,,
ENSPMRG00000010778,FECH,ENSG00000066926,FECH
ENSPMRG00000010779,ANKRD53,ENSG00000144031,ANKRD53
ENSPMRG00000010780,CREBRF,ENSG00000164463,CREBRF
ENSPMRG00000010781,,,
ENSPMRG00000010782,PRDX2,ENSG00000167815,PRDX2
ENSPMRG00000010783,CAV1,ENSG00000105974,CAV1
ENSPMRG00000010784,,,
ENSPMRG00000010785,NARS1,ENSG00000134440,NARS1
ENSPMRG00000010786,SLC22A13,ENSG00000172940,SLC22A13
ENSPMRG00000010787,CAV2,ENSG00000105971,CAV2
ENSPMRG00000010788,TEX261,ENSG00000144043,TEX261
ENSPMRG00000010789,,ENSG00000179832,MROH1
ENSPMRG00000010790,BNIP1,ENSG00000113734,BNIP1
ENSPMRG00000010791,,,
ENSPMRG00000010792,TES,ENSG00000135269,TES
ENSPMRG00000010793,,ENSG00000081923,ATP8B1
ENSPMRG00000010794,,,
ENSPMRG00000010795,,,
ENSPMRG00000010796,SCAF8,ENSG00000213079,SCAF8
ENSPMRG00000010797,NAGK,ENSG00000124357,NAGK
ENSPMRG00000010798,,,
ENSPMRG00000010799,CDK17,ENSG00000059758,CDK17
ENSPMRG00000010800,RNASEH2A,ENSG00000104889,RNASEH2A
ENSPMRG00000010801,PDGFD,ENSG00000170962,PDGFD
ENSPMRG00000010802,NKX2-5,ENSG00000183072,NKX2-5
ENSPMRG00000010803,,,
ENSPMRG00000010804,,,
ENSPMRG00000010805,NTNG1,ENSG00000162631,NTNG1
ENSPMRG00000010806,PAIP2B,ENSG00000124374,PAIP2B
ENSPMRG00000010807,STC2,ENSG00000113739,STC2
ENSPMRG00000010808,U1,ENSG00000212550,RNU1-78P
ENSPMRG00000010808,U1,ENSG00000212424,RNU1-119P
ENSPMRG00000010809,,ENSG00000132026,RTBDN
ENSPMRG00000010810,ALDH1L2,ENSG00000136010,ALDH1L2
ENSPMRG00000010811,TFEC,ENSG00000105967,TFEC
ENSPMRG00000010812,,,
ENSPMRG00000010813,,,
ENSPMRG00000010814,Vault,,
ENSPMRG00000010815,CSRNP1,ENSG00000144655,CSRNP1
ENSPMRG00000010816,,,
ENSPMRG00000010817,,,
ENSPMRG00000010818,U6,,
ENSPMRG00000010819,,,
ENSPMRG00000010820,,ENSG00000145919,BOD1
ENSPMRG00000010820,,ENSG00000228075,BOD1L2
ENSPMRG00000010821,TIAM2,ENSG00000146426,TIAM2
ENSPMRG00000010822,,ENSG00000134007,ADAM20
ENSPMRG00000010823,,,
ENSPMRG00000010824,ITPR2,ENSG00000123104,ITPR2
ENSPMRG00000010825,,,
ENSPMRG00000010826,CPEB4,ENSG00000113742,CPEB4
ENSPMRG00000010827,,ENSG00000134007,ADAM20
ENSPMRG00000010828,,,
ENSPMRG00000010829,TTC1,ENSG00000113312,TTC1
ENSPMRG00000010830,,,
ENSPMRG00000010831,MDFIC,ENSG00000135272,MDFIC
ENSPMRG00000010832,,,
ENSPMRG00000010833,,,
ENSPMRG00000010834,LEPR,ENSG00000116678,LEPR
ENSPMRG00000010835,TFB1M,ENSG00000029639,TFB1M
ENSPMRG00000010836,,,
ENSPMRG00000010837,,ENSG00000134007,ADAM20
ENSPMRG00000010838,,ENSG00000242265,PEG10
ENSPMRG00000010839,ZNF638,ENSG00000075292,ZNF638
ENSPMRG00000010840,,ENSG00000134007,ADAM20
ENSPMRG00000010841,CLDN20,ENSG00000171217,CLDN20
ENSPMRG00000010842,KBTBD11,ENSG00000176595,KBTBD11
ENSPMRG00000010843,NSG2,ENSG00000170091,NSG2
ENSPMRG00000010844,,ENSG00000240038,AMY2B
ENSPMRG00000010844,,ENSG00000174876,AMY1B
ENSPMRG00000010844,,ENSG00000243480,AMY2A
ENSPMRG00000010844,,ENSG00000187733,AMY1C
ENSPMRG00000010844,,ENSG00000237763,AMY1A
ENSPMRG00000010845,FOXP2,ENSG00000128573,FOXP2
ENSPMRG00000010846,,ENSG00000134007,ADAM20
ENSPMRG00000010847,,,
ENSPMRG00000010848,NEDD4L,ENSG00000049759,NEDD4L
ENSPMRG00000010849,MSX2,ENSG00000120149,MSX2
ENSPMRG00000010850,ARHGEF10,ENSG00000104728,ARHGEF10
ENSPMRG00000010851,NOX3,ENSG00000074771,NOX3
ENSPMRG00000010852,,,
ENSPMRG00000010853,GFAP,ENSG00000131095,GFAP
ENSPMRG00000010854,,ENSG00000185946,RNPC3
ENSPMRG00000010855,,,
ENSPMRG00000010856,U6,ENSG00000202491,RNU6-716P
ENSPMRG00000010856,U6,ENSG00000199226,RNU6-50P
ENSPMRG00000010857,DRD1,ENSG00000184845,DRD1
ENSPMRG00000010858,KIF18B,ENSG00000186185,KIF18B
ENSPMRG00000010859,,ENSG00000185946,RNPC3
ENSPMRG00000010860,PWWP2A,ENSG00000170234,PWWP2A
ENSPMRG00000010861,SFXN1,ENSG00000164466,SFXN1
ENSPMRG00000010862,,,
ENSPMRG00000010863,GRIA4,ENSG00000152578,GRIA4
ENSPMRG00000010864,5S_rRNA,,
ENSPMRG00000010865,FABP6,ENSG00000170231,FABP6
ENSPMRG00000010866,C1QL1,ENSG00000131094,C1QL1
ENSPMRG00000010867,PPP1R3A,ENSG00000154415,PPP1R3A
ENSPMRG00000010868,CCNJL,ENSG00000135083,CCNJL
ENSPMRG00000010869,DCAKD,ENSG00000172992,DCAKD
ENSPMRG00000010870,GPR85,ENSG00000164604,GPR85
ENSPMRG00000010871,CLN8,ENSG00000182372,CLN8
ENSPMRG00000010872,C1QTNF2,ENSG00000145861,C1QTNF2
ENSPMRG00000010873,BMT2,ENSG00000164603,BMT2
ENSPMRG00000010874,,ENSG00000136448,NMT1
ENSPMRG00000010875,,,
ENSPMRG00000010876,,ENSG00000060718,COL11A1
ENSPMRG00000010877,SLU7,ENSG00000164609,SLU7
ENSPMRG00000010878,TMEM168,ENSG00000146802,TMEM168
ENSPMRG00000010879,DLGAP2,ENSG00000198010,DLGAP2
ENSPMRG00000010880,,ENSG00000136448,NMT1
ENSPMRG00000010881,LSMEM1,ENSG00000181016,LSMEM1
ENSPMRG00000010882,ARID1B,ENSG00000049618,ARID1B
ENSPMRG00000010883,,ENSG00000250254,PTTG2
ENSPMRG00000010883,,ENSG00000164611,PTTG1
ENSPMRG00000010884,PLCD3,ENSG00000161714,PLCD3
ENSPMRG00000010885,JAKMIP2,ENSG00000176049,JAKMIP2
ENSPMRG00000010886,ERICH1,ENSG00000104714,ERICH1
ENSPMRG00000010887,IFRD1,ENSG00000006652,IFRD1
ENSPMRG00000010888,TDRP,ENSG00000180190,TDRP
ENSPMRG00000010889,ZNF277,ENSG00000198839,ZNF277
ENSPMRG00000010890,ACBD4,ENSG00000181513,ACBD4
ENSPMRG00000010891,FBXO25,ENSG00000147364,FBXO25
ENSPMRG00000010892,HEXIM1,ENSG00000186834,HEXIM1
ENSPMRG00000010893,CDK5R1,ENSG00000176749,CDK5R1
ENSPMRG00000010894,,,
ENSPMRG00000010895,,ENSG00000153774,CFDP1
ENSPMRG00000010896,FAM110C,ENSG00000184731,FAM110C
ENSPMRG00000010897,,ENSG00000170903,MSANTD4
ENSPMRG00000010898,,ENSG00000060718,COL11A1
ENSPMRG00000010899,MYO1D,ENSG00000176658,MYO1D
ENSPMRG00000010900,KBTBD3,ENSG00000182359,KBTBD3
ENSPMRG00000010901,ZNF366,ENSG00000178175,ZNF366
ENSPMRG00000010902,SH3YL1,ENSG00000035115,SH3YL1
ENSPMRG00000010903,OLFM3,ENSG00000118733,OLFM3
ENSPMRG00000010904,PTCD2,ENSG00000049883,PTCD2
ENSPMRG00000010905,ATP10B,ENSG00000118322,ATP10B
ENSPMRG00000010906,AASDHPPT,ENSG00000149313,AASDHPPT
ENSPMRG00000010907,,,
ENSPMRG00000010908,,,
ENSPMRG00000010909,DDX60,ENSG00000137628,DDX60
ENSPMRG00000010910,ACP1,ENSG00000143727,ACP1
ENSPMRG00000010911,S1PR1,ENSG00000170989,S1PR1
ENSPMRG00000010912,,,
ENSPMRG00000010913,DDX42,ENSG00000198231,DDX42
ENSPMRG00000010914,,ENSG00000264006,AKR1C8
ENSPMRG00000010914,,ENSG00000227471,AKR1B15
ENSPMRG00000010914,,ENSG00000151632,AKR1C2
ENSPMRG00000010914,,ENSG00000198610,AKR1C4
ENSPMRG00000010914,,ENSG00000162482,AKR7A3
ENSPMRG00000010914,,ENSG00000198074,AKR1B10
ENSPMRG00000010914,,ENSG00000196139,AKR1C3
ENSPMRG00000010914,,ENSG00000187134,AKR1C1
ENSPMRG00000010915,ALKAL2,ENSG00000189292,ALKAL2
ENSPMRG00000010916,MRPS27,ENSG00000113048,MRPS27
ENSPMRG00000010917,TMEM18,ENSG00000151353,TMEM18
ENSPMRG00000010918,,ENSG00000131711,MAP1B
ENSPMRG00000010919,DPH5,ENSG00000117543,DPH5
ENSPMRG00000010920,,ENSG00000131711,MAP1B
ENSPMRG00000010921,DPYSL3,ENSG00000113657,DPYSL3
ENSPMRG00000010922,,,
ENSPMRG00000010923,SLC26A6,ENSG00000225697,SLC26A6
ENSPMRG00000010924,SLC30A7,ENSG00000162695,SLC30A7
ENSPMRG00000010925,,,
ENSPMRG00000010926,CARTPT,ENSG00000164326,CARTPT
ENSPMRG00000010927,,ENSG00000172554,SNTG2
ENSPMRG00000010928,EXTL2,ENSG00000162694,EXTL2
ENSPMRG00000010929,UQCRC1,ENSG00000010256,UQCRC1
ENSPMRG00000010930,,,
ENSPMRG00000010931,,,
ENSPMRG00000010932,GUCY1A2,ENSG00000152402,GUCY1A2
ENSPMRG00000010933,PAH,ENSG00000171759,PAH
ENSPMRG00000010934,CDC14A,ENSG00000079335,CDC14A
ENSPMRG00000010935,TMEM242,ENSG00000215712,TMEM242
ENSPMRG00000010936,,,
ENSPMRG00000010937,,ENSG00000168026,TTC21A
ENSPMRG00000010938,,ENSG00000172554,SNTG2
ENSPMRG00000010939,ALPK2,ENSG00000198796,ALPK2
ENSPMRG00000010940,,,
ENSPMRG00000010941,GRK2,ENSG00000173020,GRK2
ENSPMRG00000010942,HACD1,ENSG00000165996,HACD1
ENSPMRG00000010943,COPG1,ENSG00000181789,COPG1
ENSPMRG00000010944,,,
ENSPMRG00000010945,,,
ENSPMRG00000010946,ASCL1,ENSG00000139352,ASCL1
ENSPMRG00000010947,TPO,ENSG00000115705,TPO
ENSPMRG00000010948,MCCC2,ENSG00000131844,MCCC2
ENSPMRG00000010949,,,
ENSPMRG00000010950,CDT1,ENSG00000167513,CDT1
ENSPMRG00000010951,,,
ENSPMRG00000010952,ST8SIA6,ENSG00000148488,ST8SIA6
ENSPMRG00000010953,,,
ENSPMRG00000010954,STK32A,ENSG00000169302,STK32A
ENSPMRG00000010955,,,
ENSPMRG00000010956,GPR88,ENSG00000181656,GPR88
ENSPMRG00000010957,IGF1,ENSG00000017427,IGF1
ENSPMRG00000010958,MALT1,ENSG00000172175,MALT1
ENSPMRG00000010959,APRT,ENSG00000198931,APRT
ENSPMRG00000010960,,ENSG00000162692,VCAM1
ENSPMRG00000010961,,,
ENSPMRG00000010962,,,
ENSPMRG00000010963,PMCH,ENSG00000183395,PMCH
ENSPMRG00000010964,GALNS,ENSG00000141012,GALNS
ENSPMRG00000010965,,,
ENSPMRG00000010966,,ENSG00000137996,RTCA
ENSPMRG00000010967,NXT1,ENSG00000132661,NXT1
ENSPMRG00000010968,ZNF532,ENSG00000074657,ZNF532
ENSPMRG00000010969,,,
ENSPMRG00000010970,PXDN,ENSG00000130508,PXDN
ENSPMRG00000010971,PARPBP,ENSG00000185480,PARPBP
ENSPMRG00000010972,HMCES,ENSG00000183624,HMCES
ENSPMRG00000010973,TRAPPC2L,ENSG00000167515,TRAPPC2L
